,cena_brutto_pln,powierzchnia_uzytkowa,liczba_izb,kondygnacja,dzielnica
21912,627652.95,59.09,3.0,2.0,14.0
21916,632013.15,58.71,3.0,2.0,14.0
21918,500597.47,45.07,2.0,5.0,14.0
21920,357957.86,28.28,1.0,4.0,14.0
21924,600000.0,117.03,4.0,1.0,10.0
21929,1214640.0,67.8,4.0,1.0,6.0
21934,719455.0,35.95,2.0,4.0,8.0
21935,639638.0,116.75,4.0,1.0,10.0
21936,1042990.0,74.85,4.0,2.0,8.0
21937,601140.3,55.11,3.0,1.0,6.0
21983,943260.0,61.82,3.0,6.0,6.0
21985,723960.0,46.31,2.0,7.0,8.0
21987,982920.0,62.94,3.0,1.0,6.0
21993,794000.0,42.02,2.0,3.0,6.0
21994,665038.46,65.23,3.0,6.0,14.0
21996,1156335.51,70.6,4.0,5.0,13.0
21997,562540.0,50.52,3.0,10.0,4.0
22012,1098288.0,75.02,4.0,1.0,8.0
22021,1160000.0,74.04,3.0,5.0,4.0
22023,532340.0,44.94,2.0,3.0,8.0
22029,526163.44,46.09,2.0,2.0,14.0
22035,1014720.0,73.6,4.0,3.0,8.0
22037,701277.0,56.81,3.0,2.0,8.0
22039,1712816.0,68.4,4.0,4.0,8.0
22043,606954.0,49.8,3.0,8.0,12.0
22044,915594.61,48.86,2.0,5.0,3.0
22045,528149.0,44.83,2.0,2.0,8.0
22047,570791.5,50.29,3.0,5.0,8.0
22057,550400.78,45.56,3.0,1.0,9.0
22060,668376.5,49.25,2.0,3.0,8.0
22063,875956.0,63.84,3.0,3.0,8.0
22066,628316.4,44.55,2.0,3.0,8.0
22069,617774.0,47.54,2.0,2.0,8.0
22072,1600000.0,60.2,3.0,2.0,1.0
22073,767380.0,45.96,2.0,5.0,13.0
22074,588508.23,47.07,3.0,3.0,9.0
22077,697388.61,60.59,3.0,1.0,8.0
22081,692513.84,59.79,3.0,2.0,8.0
22085,763195.0,45.69,2.0,8.0,13.0
22086,838900.0,56.45,3.0,4.0,8.0
22087,843380.0,56.77,3.0,4.0,8.0
22088,766450.0,45.9,2.0,4.0,13.0
22089,772805.0,46.31,2.0,8.0,13.0
22090,504800.0,34.25,2.0,1.0,8.0
22093,1047240.0,64.61,3.0,3.0,6.0
22096,651905.0,38.51,2.0,1.0,13.0
22097,798560.0,57.04,3.0,3.0,8.0
22098,580542.0,55.28,3.0,1.0,6.0
22140,714490.0,44.85,2.0,6.0,8.0
22143,640774.0,67.95,3.0,1.0,6.0
22185,948031.0,72.95,4.0,3.0,8.0
22187,439668.48,41.19,2.0,6.0,14.0
22189,969975.0,76.96,4.0,2.0,6.0
22231,778390.0,43.1,2.0,3.0,13.0
22232,1113158.0,90.15,5.0,2.0,6.0
22274,655022.82,58.89,3.0,4.0,14.0
22278,784271.41,46.73,2.0,5.0,2.0
22281,376936.0,35.56,2.0,1.0,13.0
22294,776460.0,55.35,3.0,3.0,13.0
22296,64756.8,71.32,4.0,2.0,18.0
22297,566847.5,70.42,3.0,2.0,4.0
22299,1291990.0,66.67,3.0,7.0,8.0
22302,445434.69,38.55,2.0,3.0,14.0
22306,691983.0,62.97,4.0,4.0,8.0
22307,543388.55,45.04,2.0,4.0,14.0
22311,618220.0,50.28,3.0,4.0,8.0
22313,796945.0,76.13,4.0,2.0,6.0
22359,410000.0,31.02,2.0,2.0,4.0
22369,479989.0,44.91,2.0,3.0,6.0
22415,1500000.0,91.52,4.0,3.0,7.0
22422,533375.0,45.03,2.0,3.0,6.0
22464,519126.5,42.39,2.0,4.0,8.0
22466,935000.0,65.96,3.0,2.0,4.0
22471,591520.0,50.32,3.0,2.0,8.0
22483,522265.0,42.11,2.0,5.0,8.0
22485,799938.5,57.79,3.0,6.0,8.0
22491,1031115.0,99.67,5.0,1.0,6.0
22533,958167.1,72.59,4.0,2.0,4.0
22534,750000.0,41.38,2.0,2.0,4.0
22535,512543.5,41.81,2.0,4.0,8.0
22541,773713.0,76.59,4.0,2.0,6.0
22583,504425.4,44.08,2.0,5.0,14.0
22587,608521.5,50.09,3.0,5.0,8.0
22589,830080.56,75.69,4.0,1.0,6.0
22631,754884.5,68.41,4.0,2.0,8.0
22633,710000.0,39.86,2.0,2.0,4.0
22634,682745.0,44.81,2.0,3.0,6.0
22676,528600.0,44.6,2.0,1.0,8.0
22678,656684.0,56.76,3.0,3.0,8.0
22680,1162825.0,99.4,5.0,1.0,6.0
22722,1162663.0,99.97,5.0,1.0,6.0
22764,592089.95,47.92,3.0,4.0,9.0
22767,646946.25,50.87,3.0,4.0,9.0
22770,769905.0,57.7,3.0,4.0,8.0
22772,808000.0,39.56,2.0,5.0,4.0
22773,918559.0,81.49,4.0,3.0,8.0
22775,1690000.0,148.43,6.0,2.0,5.0
22787,611791.8,50.01,3.0,1.0,9.0
22790,497175.0,44.34,2.0,3.0,6.0
22832,591476.0,44.36,2.0,1.0,8.0
22836,181898.51,35.99,3.0,5.0,4.0
22837,599542.0,67.97,3.0,1.0,6.0
22879,789000.0,38.4,2.0,8.0,4.0
22882,867660.0,77.11,4.0,2.0,6.0
22924,505421.0,42.11,2.0,2.0,8.0
22926,487195.63,37.22,2.0,4.0,9.0
22929,980260.0,99.56,5.0,1.0,6.0
22971,541608.0,42.79,2.0,6.0,8.0
22973,1126000.0,60.43,3.0,7.0,4.0
22974,371416.0,28.27,1.0,3.0,8.0
22976,719097.5,76.11,4.0,2.0,6.0
23018,1019275.0,75.41,4.0,2.0,6.0
23061,759000.0,41.11,2.0,4.0,4.0
23062,1151315.85,99.31,6.0,2.0,6.0
23104,664775.0,57.7,3.0,3.0,8.0
23106,406100.0,30.35,1.0,1.0,8.0
23112,935000.0,54.3,3.0,2.0,4.0
23119,515480.0,41.52,2.0,5.0,8.0
23121,1053000.0,60.8,3.0,3.0,4.0
23122,685239.88,59.25,3.0,4.0,8.0
23124,409670.12,33.58,2.0,3.0,9.0
23127,524335.0,42.29,2.0,5.0,8.0
23129,651590.0,54.54,3.0,1.0,8.0
23131,457041.11,37.01,2.0,4.0,9.0
23134,888780.0,68.45,4.0,5.0,8.0
23136,1116200.0,61.16,3.0,3.0,4.0
23137,781827.1,67.57,4.0,3.0,9.0
23140,773591.18,59.03,3.0,6.0,8.0
23142,702040.0,61.3,3.0,3.0,8.0
23144,667674.29,45.57,3.0,5.0,9.0
23147,654434.58,48.55,3.0,5.0,9.0
23150,654935.26,52.75,3.0,4.0,9.0
23153,594100.0,40.12,2.0,1.0,8.0
23156,639751.09,59.36,3.0,4.0,9.0
23159,770670.0,55.35,3.0,2.0,13.0
23161,828352.2,80.18,4.0,3.0,13.0
23163,778271.28,65.17,4.0,2.0,9.0
23166,553190.14,41.09,2.0,1.0,13.0
23168,777585.78,52.73,3.0,5.0,9.0
23171,729927.99,52.58,3.0,3.0,9.0
23174,1868910.0,76.8,3.0,6.0,5.0
23176,628883.94,51.03,3.0,3.0,9.0
23179,472313.56,40.66,3.0,2.0,9.0
23186,6479107.78,52.73,3.0,2.0,9.0
23189,530000.0,25.63,1.0,4.0,13.0
23190,885000.0,36.73,1.0,2.0,13.0
23191,866850.0,62.47,3.0,3.0,8.0
23196,495243.84,37.2,2.0,3.0,9.0
23199,465925.6,42.27,2.0,9.0,15.0
23201,385302.0,34.53,2.0,9.0,15.0
23203,1162963.0,64.89,3.0,1.0,7.0
23213,597684.17,48.42,3.0,3.0,9.0
23216,360620.5,36.69,2.0,4.0,15.0
23218,741615.11,74.79,4.0,5.0,15.0
23220,559140.0,50.64,3.0,6.0,4.0
23225,540000.0,52.93,3.0,8.0,15.0
23227,650000.0,60.11,3.0,1.0,8.0
23231,1225000.0,113.16,5.0,1.0,12.0
23234,581840.0,63.09,4.0,6.0,4.0
23238,1250000.0,47.03,2.0,2.0,1.0
23240,67778.7,44.87,2.0,3.0,5.0
23241,1442100.0,52.44,2.0,3.0,1.0
23243,879120.0,57.24,3.0,2.0,8.0
23244,926563.8,57.47,2.0,4.0,13.0
23245,1063023.8,57.47,2.0,6.0,13.0
23246,849942.0,67.02,3.0,5.0,11.0
23247,641485.84,117.06,4.0,1.0,10.0
23248,1196745.81,47.83,2.0,4.0,1.0
23251,1292951.0,73.53,3.0,2.0,14.0
23256,660000.0,36.63,3.0,3.0,2.0
23257,517943.92,45.37,2.0,2.0,14.0
23273,776158.7,46.81,2.0,4.0,2.0
23276,29016.94,55.5,5.0,2.0,2.0
23277,25239.83,46.5,4.0,9.0,2.0
23278,378800.0,33.76,2.0,1.0,4.0
23279,397800.0,33.97,2.0,1.0,4.0
23280,876120.0,59.6,3.0,3.0,4.0
23281,1003763.0,65.65,3.0,4.0,4.0
23282,682752.0,58.59,3.0,3.0,4.0
23283,336246.0,26.7,1.0,3.0,4.0
23284,507507.0,43.6,2.0,1.0,4.0
23285,500000.0,38.1,3.0,4.0,8.0
23286,619200.0,30.96,1.0,6.0,1.0
23295,390726.59,33.94,2.0,2.0,9.0
23298,800628.75,62.96,4.0,2.0,9.0
23301,638859.0,44.51,2.0,1.0,4.0
23310,688640.0,55.44,2.0,1.0,4.0
23315,701577.31,63.14,4.0,3.0,9.0
23320,483726.92,38.54,2.0,2.0,9.0
23323,703943.97,65.23,4.0,5.0,9.0
23328,714632.6,65.2,4.0,4.0,9.0
23331,361675.19,28.0,2.0,1.0,9.0
23334,742200.0,37.11,1.0,4.0,2.0
23335,691978.69,62.97,4.0,4.0,9.0
23338,465793.53,37.15,2.0,2.0,9.0
23341,977385.63,42.67,2.0,4.0,2.0
23344,499830.96,38.72,2.0,4.0,8.0
23345,559118.52,43.64,2.0,2.0,8.0
23352,693092.96,59.84,3.0,1.0,8.0
23356,556602.89,47.2,3.0,2.0,9.0
23363,919471.74,49.1,2.0,3.0,13.0
23377,313456.94,28.09,1.0,1.0,14.0
23379,529731.48,45.04,3.0,4.0,9.0
23382,739683.92,63.02,3.0,5.0,9.0
23385,900000.0,46.53,2.0,7.0,13.0
23390,451030.84,36.16,2.0,1.0,9.0
23393,821870.0,62.28,3.0,2.0,8.0
23404,865936.0,46.36,2.0,5.0,13.0
23405,944450.0,48.73,2.0,4.0,8.0
23408,769868.0,54.2,3.0,4.0,8.0
23411,876098.0,46.41,2.0,6.0,13.0
23412,623976.0,50.86,3.0,3.0,8.0
23415,452172.0,34.53,2.0,3.0,8.0
23418,292500.0,35.9,2.0,4.0,8.0
23421,1098110.0,48.36,2.0,4.0,8.0
23424,482953.18,34.31,2.0,2.0,8.0
23427,409615.06,33.72,2.0,4.0,9.0
23430,799665.75,61.57,3.0,3.0,8.0
23433,591784.36,47.57,3.0,3.0,9.0
23436,458920.0,30.32,1.0,1.0,8.0
23439,878109.05,67.42,4.0,2.0,9.0
23442,1191909.83,60.89,3.0,3.0,6.0
23443,616240.0,55.22,3.0,1.0,6.0
23485,719098.0,77.03,4.0,2.0,6.0
23527,1162663.0,99.84,5.0,1.0,6.0
23573,674168.0,77.11,4.0,2.0,6.0
23619,619350.0,44.58,2.0,3.0,6.0
23661,833598.0,67.6,3.0,1.0,6.0
23703,554565.0,50.5,3.0,1.0,6.0
23745,1270000.0,51.13,2.0,2.0,1.0
23746,858208.0,99.84,4.0,1.0,6.0
23788,774106.0,68.03,3.0,1.0,6.0
23830,863115.59,78.97,4.0,1.0,17.0
23832,316350.0,28.5,1.0,2.0,8.0
23834,826890.0,60.53,3.0,6.0,8.0
23836,799178.0,67.81,3.0,1.0,6.0
23878,905001.12,58.28,3.0,3.0,2.0
23881,842330.0,43.18,3.0,1.0,3.0
23883,1200560.0,67.85,4.0,1.0,6.0
23884,949747.0,101.47,3.0,1.0,6.0
23926,376762.0,31.61,2.0,1.0,4.0
23927,371521.0,31.61,2.0,1.0,4.0
23929,858525.13,78.55,3.0,1.0,17.0
23931,1257056.0,99.48,5.0,1.0,6.0
23973,483507.17,45.71,2.0,3.0,8.0
23975,477600.0,31.84,1.0,2.0,2.0
23976,846072.0,65.13,3.0,6.0,5.0
23977,878166.39,78.5,3.0,1.0,17.0
23979,521283.0,46.69,2.0,2.0,4.0
23980,564047.5,44.77,2.0,6.0,8.0
23982,737958.0,76.75,4.0,2.0,6.0
24024,625000.0,29.19,1.0,3.0,7.0
24026,339031.0,28.49,1.0,5.0,8.0
24032,535391.0,44.81,2.0,2.0,8.0
24034,737958.0,76.02,4.0,2.0,6.0
24076,516188.0,43.08,1.0,2.0,8.0
24078,497175.0,44.86,2.0,3.0,6.0
24128,1000602.0,99.57,5.0,1.0,6.0
24170,520829.33,44.91,2.0,2.0,14.0
24172,497175.0,44.52,2.0,3.0,6.0
24214,1051457.0,99.81,5.0,1.0,6.0
24256,743712.5,76.81,4.0,2.0,6.0
24298,1216808.61,76.51,4.0,3.0,13.0
24303,833598.0,67.63,3.0,1.0,6.0
24345,1394135.93,85.84,4.0,5.0,2.0
24350,28167.3,55.5,5.0,9.0,2.0
24353,27918.3,55.5,5.0,8.0,2.0
24354,698655.0,43.42,2.0,3.0,2.0
24357,696934.45,43.38,2.0,4.0,2.0
24360,25931.89,48.0,4.0,3.0,2.0
24361,620629.91,51.78,3.0,4.0,9.0
24364,474198.0,41.14,2.0,1.0,8.0
24367,371736.0,34.42,2.0,1.0,8.0
24370,1073000.0,38.42,2.0,7.0,5.0
24371,855166.27,51.41,2.0,5.0,13.0
24372,25270.88,48.0,4.0,4.0,2.0
24373,923595.85,67.08,4.0,1.0,13.0
24374,637746.08,51.13,3.0,5.0,9.0
24377,766942.0,45.74,2.0,2.0,13.0
24378,959980.0,38.08,2.0,7.0,5.0
24379,1146687.24,62.62,3.0,2.0,2.0
24382,1069439.48,62.88,3.0,4.0,13.0
24383,28167.3,55.5,4.0,10.0,2.0
24384,548485.46,43.06,3.0,2.0,9.0
24387,460955.2,44.24,2.0,3.0,14.0
24389,25228.4,46.9,4.0,11.0,2.0
24394,250000.0,30.88,1.0,1.0,13.0
24403,776400.0,64.7,3.0,1.0,14.0
24409,468801.32,36.52,2.0,4.0,9.0
24412,661382.41,48.65,3.0,4.0,9.0
24415,510858.71,42.74,3.0,4.0,9.0
24418,492191.44,39.46,2.0,4.0,9.0
24421,480000.0,32.4,2.0,4.0,5.0
24422,662584.11,49.9,3.0,2.0,9.0
24425,1316440.94,85.77,4.0,2.0,2.0
24428,452968.51,35.04,2.0,5.0,9.0
24431,773736.54,67.58,4.0,5.0,9.0
24434,629569.75,46.78,3.0,1.0,9.0
24437,481519.17,36.62,2.0,3.0,9.0
24440,549995.02,45.12,2.0,1.0,14.0
24442,520500.0,43.72,2.0,5.0,4.0
24450,440003.18,36.5,2.0,2.0,9.0
24453,473941.61,38.71,2.0,2.0,9.0
24456,520500.0,43.71,2.0,6.0,4.0
24460,1076000.0,53.56,2.0,7.0,5.0
24462,374506.77,34.95,2.0,2.0,14.0
24464,25207.46,48.0,4.0,9.0,2.0
24469,516860.55,43.08,3.0,3.0,9.0
24476,25820.1,48.0,4.0,5.0,2.0
24477,250000.0,24.42,1.0,2.0,5.0
24478,676144.08,62.04,4.0,3.0,9.0
24481,560000.0,52.11,3.0,9.0,5.0
24482,410596.67,33.27,2.0,2.0,9.0
24489,432529.48,35.18,2.0,3.0,9.0
24502,235000.0,23.0,1.0,8.0,5.0
24515,407940.0,34.3,2.0,1.0,8.0
24518,515308.78,44.18,2.0,1.0,8.0
24521,539903.14,44.82,2.0,3.0,8.0
24525,29146.12,55.5,4.0,6.0,2.0
24526,25013.22,46.5,4.0,7.0,2.0
24533,24629.78,46.9,4.0,10.0,2.0
24534,27918.3,55.5,5.0,4.0,2.0
24551,625000.0,34.13,2.0,1.0,4.0
24552,950975.0,71.1,3.0,5.0,8.0
24554,514859.0,40.96,3.0,2.0,4.0
24555,497429.0,41.39,2.0,2.0,8.0
24557,645716.0,59.24,3.0,3.0,8.0
24559,505325.0,41.54,2.0,3.0,8.0
24561,735400.0,57.0,2.0,2.0,8.0
24563,695045.0,37.57,1.0,3.0,2.0
24564,818082.0,46.27,2.0,7.0,13.0
24569,959750.06,58.81,3.0,5.0,2.0
24572,995360.0,59.71,4.0,2.0,14.0
24575,765175.0,40.01,2.0,3.0,13.0
24576,1039600.0,76.23,3.0,4.0,8.0
24579,533990.0,45.09,2.0,1.0,8.0
24581,756810.95,42.76,2.0,2.0,2.0
24584,1209898.0,73.37,3.0,3.0,14.0
24589,620100.0,40.09,2.0,3.0,8.0
24592,795030.0,46.55,2.0,6.0,4.0
24597,707392.0,50.31,2.0,6.0,4.0
24602,716590.0,50.3,2.0,5.0,4.0
24607,700494.0,50.12,2.0,6.0,4.0
24612,550957.5,44.89,2.0,4.0,8.0
24614,660650.0,59.3,3.0,2.0,8.0
24616,699094.27,54.03,3.0,2.0,8.0
24625,1100000.0,96.89,6.0,1.0,10.0
24626,593100.0,39.19,2.0,1.0,8.0
24629,533707.5,42.25,2.0,4.0,8.0
24631,486695.75,45.84,2.0,4.0,14.0
24633,619580.0,53.85,3.0,3.0,8.0
24635,509252.0,41.52,2.0,4.0,8.0
24637,601000.0,64.11,4.0,7.0,4.0
24641,680421.53,45.65,3.0,2.0,8.0
24644,885420.0,55.64,3.0,3.0,17.0
24651,535504.0,45.88,3.0,1.0,8.0
24653,569653.42,46.32,3.0,5.0,8.0
24655,640873.5,53.89,3.0,4.0,8.0
24657,594400.0,38.29,2.0,2.0,8.0
24660,699000.0,74.55,4.0,1.0,13.0
24669,1120954.8,104.92,5.0,1.0,13.0
24678,722946.06,74.36,4.0,1.0,13.0
24687,733360.0,72.08,4.0,2.0,13.0
24696,785378.76,77.93,5.0,1.0,17.0
24698,24981.72,48.0,4.0,8.0,2.0
24699,789988.84,65.95,3.0,5.0,
24708,25820.1,48.0,4.0,6.0,2.0
24717,599344.0,50.12,3.0,4.0,8.0
24723,595158.0,42.36,2.0,3.0,8.0
24729,1009990.0,102.26,4.0,4.0,8.0
24731,793360.0,54.24,3.0,1.0,8.0
24734,814756.4,63.64,3.0,1.0,8.0
24737,1059992.0,86.44,3.0,4.0,8.0
24739,463225.76,34.44,2.0,3.0,8.0
24742,994775.0,104.5,4.0,4.0,8.0
24744,774025.5,52.69,2.0,2.0,8.0
24747,521152.36,46.46,3.0,2.0,8.0
24749,482876.0,38.28,2.0,3.0,4.0
24751,771367.0,59.22,3.0,5.0,8.0
24753,433182.0,30.28,1.0,2.0,8.0
24756,483362.92,36.26,1.0,1.0,8.0
24759,973887.87,55.39,3.0,4.0,2.0
24762,1321275.97,77.44,4.0,5.0,2.0
24765,1082034.94,62.32,3.0,3.0,2.0
24768,717960.0,37.1,2.0,2.0,13.0
24769,1088430.86,62.71,3.0,3.0,2.0
24772,848061.21,43.54,2.0,5.0,2.0
24775,989157.41,58.81,3.0,3.0,2.0
24778,835264.0,69.76,3.0,2.0,8.0
24780,1241556.0,67.72,4.0,8.0,13.0
24781,951704.38,58.28,3.0,6.0,2.0
24784,1012226.59,62.24,3.0,7.0,2.0
24787,537329.0,45.68,2.0,2.0,8.0
24789,653391.13,55.95,3.0,1.0,14.0
24791,777272.0,43.29,2.0,2.0,13.0
24792,739422.62,65.04,4.0,3.0,8.0
24798,616840.0,50.16,3.0,4.0,8.0
24800,772535.0,45.97,2.0,8.0,13.0
24801,482687.6,41.9,2.0,3.0,4.0
24802,684265.22,44.88,1.0,5.0,14.0
24804,802326.0,56.89,2.0,3.0,8.0
24806,736082.0,39.43,2.0,6.0,13.0
24807,749339.5,50.13,3.0,5.0,8.0
24809,849700.0,44.83,2.0,2.0,13.0
24810,473719.0,30.33,1.0,1.0,8.0
24812,24201.04,46.5,4.0,6.0,2.0
24813,697468.27,60.54,3.0,3.0,8.0
24815,24419.7,46.5,4.0,8.0,2.0
24816,529960.0,28.4,1.0,1.0,13.0
24817,657952.0,50.24,3.0,3.0,8.0
24819,820000.4,44.86,2.0,2.0,6.0
24820,513467.0,26.79,1.0,2.0,13.0
24821,2627000.0,99.68,4.0,7.0,5.0
24823,1387650.27,71.38,4.0,6.0,2.0
24826,820000.0,40.63,2.0,6.0,4.0
24827,968941.71,62.69,3.0,4.0,2.0
24830,625886.0,45.62,3.0,3.0,8.0
24833,606954.0,49.8,3.0,8.0,12.0
24834,990691.13,58.98,3.0,7.0,2.0
24837,545450.0,38.58,2.0,3.0,12.0
24838,1020000.0,55.18,3.0,5.0,4.0
24839,964433.0,73.66,4.0,2.0,8.0
24841,671560.0,53.92,3.0,6.0,8.0
24843,810000.0,40.63,2.0,5.0,4.0
24844,580800.99,59.23,3.0,5.0,14.0
24850,730000.0,38.62,2.0,2.0,4.0
24851,29016.94,55.5,4.0,3.0,2.0
24852,542337.5,44.83,2.0,5.0,8.0
24854,704680.0,54.15,3.0,3.0,8.0
24861,1044983.48,69.86,3.0,2.0,2.0
24864,718902.0,48.22,2.0,3.0,8.0
24867,800000.0,43.27,2.0,2.0,4.0
24874,437007.0,34.41,2.0,3.0,8.0
24877,715659.0,47.99,2.0,2.0,8.0
24884,820000.0,45.92,2.0,2.0,4.0
24885,1245000.0,126.92,3.0,9.0,4.0
24888,767000.0,38.51,2.0,4.0,4.0
24889,693238.23,54.17,3.0,2.0,8.0
24892,573690.0,44.13,2.0,2.0,8.0
24895,754922.0,54.18,3.0,3.0,8.0
24898,765000.0,39.41,2.0,3.0,4.0
24899,699289.96,46.77,2.0,2.0,8.0
24902,1503000.0,91.23,4.0,6.0,13.0
24906,820000.0,38.61,2.0,6.0,4.0
24907,1025000.0,56.49,3.0,3.0,4.0
24908,542540.0,50.52,3.0,10.0,4.0
24913,398922.0,37.9,2.0,7.0,4.0
24926,711707.04,47.88,2.0,2.0,8.0
24929,996000.0,56.93,3.0,4.0,4.0
24930,968392.24,69.02,4.0,2.0,8.0
24937,775000.0,39.51,2.0,2.0,4.0
24942,836000.0,42.08,2.0,5.0,4.0
24943,698022.0,48.28,2.0,4.0,8.0
24946,446122.11,34.57,2.0,3.0,8.0
24949,837000.0,42.19,2.0,4.0,4.0
24950,526317.0,42.79,2.0,4.0,8.0
24953,862000.0,52.33,3.0,2.0,7.0
24954,623090.0,44.28,2.0,2.0,8.0
24957,934000.0,54.27,3.0,1.0,4.0
24958,883483.6,68.89,4.0,4.0,8.0
24961,799000.0,41.46,2.0,2.0,4.0
24964,854663.0,53.87,2.0,2.0,4.0
24965,336600.0,40.77,2.0,6.0,8.0
24966,832056.0,60.49,3.0,10.0,11.0
24967,691816.0,46.15,2.0,2.0,8.0
24968,1038998.25,57.2,3.0,3.0,14.0
24973,723910.0,65.81,3.0,2.0,11.0
24974,800000.0,67.61,3.0,9.0,11.0
24975,1213979.62,77.45,3.0,4.0,2.0
24982,644472.0,44.52,2.0,3.0,8.0
24985,744882.95,68.48,3.0,3.0,14.0
24987,834632.0,69.02,4.0,3.0,8.0
24990,650860.0,46.49,2.0,1.0,8.0
25001,706733.7,43.79,2.0,6.0,8.0
25008,978000.0,63.15,3.0,6.0,8.0
25011,1149000.0,109.53,5.0,2.0,4.0
25017,1219656.83,69.92,3.0,5.0,2.0
25020,892808.01,43.46,2.0,2.0,2.0
25023,955426.69,58.91,3.0,4.0,2.0
25026,1189616.49,77.75,3.0,6.0,2.0
25029,1159817.75,62.14,3.0,2.0,2.0
25038,1057089.96,59.0,3.0,4.0,2.0
25041,1014685.84,62.67,3.0,5.0,2.0
25044,1463000.0,64.45,4.0,8.0,5.0
25049,1814000.0,33.25,2.0,6.0,5.0
25055,1214256.67,88.65,4.0,4.0,8.0
25058,1376021.13,86.11,4.0,3.0,2.0
25061,482606.58,46.31,2.0,3.0,14.0
25063,534577.0,36.44,1.0,4.0,8.0
25070,641203.5,47.33,2.0,3.0,8.0
25077,1000000.0,71.94,4.0,3.0,4.0
25082,737825.0,52.01,3.0,5.0,4.0
25087,24575.4,48.3,4.0,1.0,2.0
25092,687699.27,63.29,3.0,2.0,14.0
25102,675300.0,45.82,2.0,2.0,13.0
25116,1415693.22,77.82,4.0,7.0,2.0
25119,956534.79,58.69,3.0,2.0,2.0
25122,25931.89,48.0,4.0,2.0,2.0
25123,25121.52,46.5,4.0,2.0,2.0
25124,25569.11,46.9,4.0,2.0,2.0
25125,24422.77,48.0,4.0,1.0,2.0
25126,1055144.66,62.2,3.0,6.0,2.0
25129,1031779.47,59.24,3.0,6.0,2.0
25132,1035751.32,70.2,3.0,3.0,2.0
25135,1075679.82,62.47,3.0,6.0,2.0
25138,105890.7,20.56,2.0,1.0,1.0
25139,812323.12,43.58,2.0,3.0,2.0
25142,210844.0,52.03,2.0,2.0,18.0
25143,1195332.12,77.65,3.0,5.0,2.0
25146,5608290.0,89.75,3.0,8.0,2.0
25150,964386.0,59.53,3.0,1.0,2.0
25151,702480.0,59.87,3.0,1.0,13.0
25153,1314317.21,77.38,4.0,3.0,2.0
25156,734240.83,43.33,2.0,2.0,2.0
25159,773405.06,43.32,2.0,7.0,2.0
25162,1063990.87,55.47,3.0,5.0,2.0
25165,1258868.15,78.4,4.0,4.0,13.0
25166,402963.96,25.52,1.0,3.0,13.0
25167,965527.8,72.4,3.0,1.0,13.0
25168,961378.4,65.24,3.0,1.0,13.0
25169,959955.0,70.65,4.0,5.0,12.0
25170,1090000.0,73.37,4.0,6.0,3.0
25181,577709.17,43.53,2.0,4.0,8.0
25182,781500.23,67.83,3.0,4.0,8.0
25183,1310000.0,47.94,2.0,4.0,1.0
25186,730316.0,59.51,4.0,2.0,8.0
25188,910493.14,62.24,3.0,2.0,2.0
25191,934005.0,69.85,3.0,4.0,8.0
25193,569394.5,46.41,3.0,5.0,8.0
25195,746140.0,63.32,2.0,4.0,8.0
25197,391275.0,38.33,2.0,5.0,4.0
25201,646440.0,57.4,3.0,2.0,8.0
25203,501688.85,41.67,2.0,5.0,8.0
25205,893128.0,62.73,3.0,6.0,8.0
25207,539480.0,41.79,2.0,6.0,8.0
25209,832090.0,60.93,4.0,6.0,8.0
25211,773800.0,54.4,3.0,1.0,8.0
25214,712333.92,43.28,2.0,6.0,2.0
25217,482400.0,32.16,1.0,1.0,2.0
25218,481708.16,38.84,2.0,3.0,4.0
25220,554152.0,26.96,1.0,3.0,13.0
25221,673025.0,39.55,2.0,4.0,13.0
25222,1033565.44,62.41,3.0,7.0,2.0
25225,574877.0,49.53,3.0,3.0,12.0
25226,504817.86,42.96,2.0,4.0,12.0
25227,606310.0,55.23,3.0,1.0,6.0
25269,776020.56,46.48,2.0,2.0,2.0
25272,916693.68,57.92,3.0,5.0,2.0
25275,507174.0,42.86,2.0,7.0,12.0
25276,702636.0,39.08,2.0,8.0,13.0
25277,1197467.45,66.52,3.0,7.0,2.0
25280,744106.0,67.97,3.0,1.0,6.0
25322,487445.0,44.82,2.0,3.0,6.0
25364,669126.5,46.43,3.0,4.0,8.0
25366,1171460.0,58.97,3.0,6.0,13.0
25367,1344563.28,92.25,4.0,1.0,2.0
25370,878550.0,99.44,4.0,1.0,6.0
25413,1134560.0,56.92,3.0,4.0,13.0
25414,907187.0,69.82,3.0,3.0,8.0
25416,556000.0,45.31,2.0,3.0,6.0
25458,1166400.0,99.52,5.0,1.0,6.0
25500,1081378.94,62.28,3.0,4.0,2.0
25503,489345.62,34.41,2.0,2.0,8.0
25506,1170590.0,67.78,4.0,7.0,13.0
25507,589512.0,44.66,3.0,3.0,6.0
25509,858208.0,99.59,5.0,1.0,6.0
25551,573319.72,44.28,2.0,3.0,8.0
25554,462048.0,34.52,2.0,4.0,8.0
25557,1010850.0,90.25,5.0,2.0,6.0
25599,420431.62,34.27,2.0,4.0,8.0
25602,943035.0,56.97,3.0,2.0,13.0
25603,499826.0,34.39,2.0,3.0,8.0
25606,711914.68,66.08,3.0,4.0,4.0
25608,430602.17,34.24,2.0,3.0,8.0
25611,512972.0,39.26,2.0,3.0,8.0
25614,758200.0,34.6,1.0,4.0,8.0
25617,663628.68,44.46,2.0,1.0,8.0
